Rank,Fan,Hand,Starting Hand,Fan Types,Win Type,Player,Player ID,Record
870,79,"[CCCC,1][PPP,2][111m,3][444s,3]FF|EE0000","113m4p24469sCCFPP|EE0000","小三元","ron","龙lwf","DaL3AAFw","W5WvAgzT"
871,79,"[CCCC,3][FFF,3]66sEEEPP6s|SS0000","15m9p3669sSCCCFF|SS0000","小三元","ron","傻哥哥","BT5iwHMr","Stq1xS2G"
872,79,"[EEE,2][567s,3][SSS,3][WWW,3]NN|EW1000","122p1356sEESWNP|EW0000","小四喜","tsumo","Pluis","136jBmeh","PtbtX9Ms"
873,79,"[EEE,3][NNN,2]SSSFFPPP|WW0000","6m137p1789sESCFF|WW0000","字一色","ron","萌新100","EYCeLBCM","dZFWuUvn"
874,79,"[EEE,3][SSS,2]777mWWNNW|NE0000","5677m2p457sEEWNCF|NE0000","小四喜","ron","玖月玖","uNnBtyK4","FjWqZppQ"
875,79,"[EEEE,6][PPP,2]444pCCFFC|WE0000","4m2449p39sEESCCFP|WE0000","小三元","ron","Kevin","bsWWNxjD","0rTQwTWH"
876,79,"[FFF,1][CCC,1]12379pPP8p|SE1000","5m123479p2sCCFFPP|SE0000","小三元","tsumo","一只柠檬","Zi68HmQ5","tPkAJ8SH"
877,79,"[FFF,1][PPP,3][NNNN,1]123mCC|SS0000","123m3p18sNNNFFPP|SS0000","小三元","ron","阿藥","hNHSNZ4o","Nyko1adc"
878,79,"[FFF,2][CCC,1]11178pPP9p|NW0000","679m1178p66sCFPP|NW0000","小三元","ron","霹雳911","k9WYmxTd","iv75EDxh"
879,79,"[FFF,2][CCC,2][999m,2]777mPP|EN1000","77899m8p8sENCCFF|EN0000","小三元","tsumo","miaomiao","RzRSH3j3","mkkaAPEe"
880,79,"[FFF,2][NNN,2]789mCPPPC|WN0000","789m7p148sWNFFPP|WN0000","小三元","ron","雨萌小小酱","wXv1sNUz","4uoginfw"
881,79,"[FFF,3][5555p,6]33pCCPPP3p|WW0000","4m2555p1268sFFPP|WW0000","小三元","ron","冰雪分类","PMHXhqkQ","SS8KwJEJ"
882,79,"[FFF,3][999s,3][CCC,2]123sPP|EW1000","779m23799sCCFFP|EW0000","小三元","tsumo","君应有语","S0uAcnhY","AMr1dZjb"
883,79,"[FFF,3][CCC,3][SSS,3]89pPP7p|SE1000","49m289p4sESSCCFFP|SE0000","小三元","tsumo","浓眉小眼","tCAGeEWU","Rvdscg1U"
884,79,"[FFFF,2]234678mCCPPC|SS1000","24678m2p19sWFFFP|SS0000","小三元","tsumo","t2004","KEUgag4X","mfUoVmVr"
885,79,"[FFFF,7]33888mCCCPP3m|WE0000","138m189p35sENCCFF|WE0000","小三元","ron","麻哥","29ADr5se","4caeZArP"
886,79,"[FFFF,7][PPPP][333p,3]456pCC|EW0000","3m13568p35sCFFPP|EW0000","小三元","ron","F8","DQj5BfQ7","QMXSYJSJ"
887,79,"[PPP,1][222p,1][FFF,2]777pCC|SE1000","125m227p158sSCFPP|SE0000","小三元","tsumo","东东麻","V6vSpjXB","C4EfpoFH"
888,79,"[PPP,2][888p,3][FFFF]99sCC9s|NE1000","3m88p1499sSCCFFPP|NE0000","小三元","tsumo","Archetto","EbvC0dhh","Yg2JXucY"
889,79,"[PPP,3][555m,2]WWWCCFFF|ES0000","157m5p568sWWCCFP|ES0000","小三元","ron","凛风寒梅","1NLS5ryR","HT25zdkN"
890,79,"[PPP,3][6666p,3]44pCCFFF4p|SE0000","28m2466p358sCFFPP|SE0000","小三元","ron","多来雀庄","8pBN9EaN","SrEZUJfQ"
891,79,"[PPP,3][CCC,3][4444s,2]88sFF8s|WW0000","279m5p478sSWNFFP|WW0000","小三元","ron","浮生小朋友","RrPD5g0E","vjc8m4GJ"
892,79,"[PPP,3][EEE,2][NNN,2][CCC,2]SS|SE0000","3m2p679sEESNNCCPP|SE0000","字一色","ron","菜鸟坟墓","UmvL3dwz","HhQHnkv1"
893,79,"[PPP,3][FFF,2]22888sCC2s|WW1000","8m46p12888sCFFPP|WW0000","小三元","tsumo","Jux","vD06jvsw","xDnjvDMv"
894,79,"[PPPP,2]123789mCFFFC|NE0000","279m3p229sSCFFPPP|NE0000","小三元","ron","好不容易找来","V9uY7rcz","ggHcLpSV"
895,79,"[PPPP,3][FFFF]123p999sCC|SE0000","12237p5899sFFPPP|SE0000","小三元","ron","CHAGA07","WySi0ZjP","cWQMLsNv"
896,79,"[PPPP,6][CCCC,7][222s,3]567mFF|WE1000","34568m8p29sSCCFPP|WE0000","小三元","tsumo","二","CJ5SSGd0","BLxyGcwF"
897,79,"[SSS,2][FFF,2][789p,3][PPP,2]CC|EN1000","357m28p17sSCFFPP|EN0000","小三元","tsumo","花毛","pqDvw0UM","pzo20jVb"
898,79,"[SSS,2][FFF,3]123pCCPPP|EE1000","178m389p3sESSCCPP|EE0000","小三元","tsumo","zerozeng","Fh6aPMrr","dD5tT6ai"
899,79,"[SSS,3][789p,2][EEE,2][NNN,2]WW|SW1000","46m279p24sESSWNP|SW0000","小四喜","tsumo","雨萌小小酱","wXv1sNUz","9BLYBANF"
900,79,"[SSS,3][PPP,1][CCC,1]222sFF|WW0000","1m35p22sSSWCCFPP|WW0000","小三元","ron","lusika","mskbTdYM","2Kmvyhmd"
901,79,"[SSSS][PPPP,7]678mCCFFC|SS0000","56m29p8sESSSCFFP|SS0000","小三元","ron","Candycane","YgmEaPzt","7tbq9LGC"
902,79,"[WWW,2][PPP,2][FFF,2][222m,1]CC|SS1000","229m8p16sWWCFFPP|SS0000","小三元","tsumo","t2004","KEUgag4X","CJ5esZYH"
903,79,"[WWW,3]678pESSSNNNE|WW0000","16m257p146sSSSWN|WW0000","小四喜","ron","岚兰","o5Tnv2QX","WV7wbS00"
904,78,"111m55p222sWWWCCC|WE1000","127m4559p28sSWWWC|WE0000","四暗刻","tsumo","尚恩","YPSCCmCv","xGR2whYK"
905,78,"222444p44555sPP4s|EW1000","48m224p44558sFPP|EW0000","四暗刻","tsumo","Weldon","g2wZw0dx","t6Y0M4LM"
906,78,"2288999sSSSNNN8s|NS1000","5m1p224589sSSWNP|NS0000","四暗刻","tsumo","葫芦丶娃","JqmHDmLu","CYWPELMU"
907,78,"33344m33377p222s4m|NS1000","344m367p22478sNN|NS0000","四暗刻","tsumo","韦一笑","UGz3GLFE","cJBax1Cx"
908,78,"555m11444p66699s9s|WS1000","359m114449p4699s|WS0000","四暗刻","tsumo","陈楠","P1VozZv7","e1kiHrx0"
909,78,"55p22244555sPPP5p|WE1000","347m59p2224557sCP|WE0000","四暗刻","tsumo","钙热","acvsW0Z8","ciy91WgB"
910,78,"666m55566p55777s6p|NW1000","24566p344578sNC|NW0000","四暗刻","tsumo","念起觉迟","sTMWpQuU","FMjE0Ht0"
911,78,"[1111p]777m33p66888s6s|WE1000","177m1339p66888sWC|WE0000","四暗刻","tsumo","Innnnnfinity","EfLAvKYG","HcWWBTqg"
912,78,"[111m,3][PPP,1][777s,1][FFF,1]CC|SN1000","117m7p25677sCFPP|SN0000","小三元","tsumo","odd","7q9obtYX","Svp3kkHL"
913,78,"[111p,1][CCC,3]333pFFPPF|ES0000","348m133p5sENFFPP|ES0000","小三元","ron","泡哥","X8nVocTv","vRxtPE8C"
914,78,"[123p,2][PPPP]789pCCFFC|EN0000","6m1336p2sCCFPPPP|EN0000","小三元","ron","苏小弱","v1ZMUau4","h896NFTx"
915,78,"[2222s]3355666m222p3m|EE1000","4566m2224p1229sFP|EE0000","四暗刻","tsumo","Randy","dHFNK1eM","V2KpPMZX"
916,78,"[222m,2][FFF,3][333p,2][CCCC,2]PP|WN1000","228m3356p6sSCCFF|WN0000","小三元","tsumo","CHAGA01","ATAaGdpW","3gFM2PnU"
917,78,"[444p,2][PPP,3][FFF,3]EECCE|WN0000","469m3447pENCFPP|WN0000","小三元","ron","武小玲","tmRtSRun","mkoZ2pM0"
918,78,"[5555p][3333m]44m66999p6p|WE1000","36m4556899pESWNC|WE0000","四暗刻","tsumo","彤轩","Shiq18GK","6wR68dXJ"
919,78,"[555m,3]4446677788m6m|WS0000","4445779m27p224sP|WS0000","一色四节高、清一色","ron","luoshen","hakyD238","bKcF2Ap7"
920,78,"[666m,3][FFF,1][PPP,1]444mCC|EW0000","4446m29p2358sCFP|EW0000","小三元","ron","xbh要修仙","R9uT6oHi","0xpQ7NmC"
921,78,"[666p,3][777p,3]3388999p8p|NW1000","1366789p17sWNFP|NW0000","一色四节高、清一色","tsumo","萌新99","3WjMHk6N","dm7FkaW6"
922,78,"[789p,3][FFF,2][CCC,2]123pPP|ES1000","56m23578pWNCCFP|ES0000","小三元","tsumo","张磊","HFSjd0zk","g4uFqdHh"
923,78,"[888m,3][777m,1]2255566m6m|WS1000","35788m247p177sEP|WS0000","一色四节高、清一色","tsumo","pedro","Pi7SDnwL","C02Yu2RQ"
924,78,"[999p,1][PPP,2][CCC,3]123pFF|NW1000","379m899p6sESCFPP|NW0000","小三元","tsumo","kiki","6YqgLrQZ","F7qiNZKh"
925,78,"[999s,2][CCC,3][888p,3][FFF,2]PP|WW0000","335m2468p199sFFP|WW0000","小三元","ron","在摸鱼中","SrCi4GGJ","5bNyUVUt"
926,78,"[CCC,1][666m,2]999pFFPPF|NN1000","1469p268sNCCFPP|NN0000","小三元","tsumo","和平","ZYD1UrLw","xV6K51GU"
927,78,"[CCC,1][PPP,1][789s,3][789s,3]FF|WN1000","4m2p2778sEWCCFPP|WN0000","小三元","tsumo","打九万来九万","sXTKKQEd","LQVWSAuv"
928,78,"[CCC,1][PPP,2][NNN,2]789sFF|SW1000","37m788sENNCCFPP|SW0000","小三元","tsumo","柿子","usTqiGjZ","K8DRYNrq"
929,78,"[CCC,2][123m,1][999m,3]FFFPP|SE0000","23699m29p5sECCFFF|SE0000","小三元","ron","徐北to","SCJkv06C","16dp5vVr"
930,78,"[CCC,3][111s,2][PPP,2]78sFF9s|NN1000","27m35p11478sCCFF|NN0000","小三元","tsumo","八九边7","PKpoN6UZ","jhRUgxao"
931,78,"[CCC,3][222p,3][PPP,1]555pFF|NS0000","17m2558p145sCFPP|NS0000","小三元","ron","阿牛","R0PsjhzZ","5bKww7dy"
932,78,"[CCC,3][PPP,3][234m,2][111m,3]FF|EN0000","11249m28pSCCFPP|EN0000","小三元","ron","FMA","vWWmixTv","Ckj9b0QK"
933,78,"[CCCC,7][FFFF]345789pPP|SE0000","4889m78p478sECFFP|SE0000","小三元","ron","低级泰坦","57uYq2fM","nfJBFQVg"
934,78,"[EEE,2][FFF,1]78mCCPPP9m|NE1000","278m1348pEESWCFF|NE0000","小三元","tsumo","蛋黄派","A4KG6n9v","MePNePpm"
935,78,"[EEE,2][NNN,3][WWW,3]123sSS|SS0000","28m267p236sEEWNN|SS0000","小四喜","ron","Jvruo","LzZcda1B","mAkZ0axe"
936,78,"[EEE,2][PPP,2]666mCCFFF|WN0000","666m69p27sEESCPP|WN0000","小三元","ron","Yusaki","t5W8Y4f0","VdjJFYQr"
937,78,"[EEE,3]123mSSWWNNNS|NE0000","126m57p138sEESNNC|NE0000","小四喜","ron","青春的尾巴","pm6Eet01","Wh2wpr8t"
938,78,"[EEE,3][456m,2][WWWW]SSNNS|SE0000","1344m39p278sEESWW|SE0000","小四喜","ron","雨萌小小酱","wXv1sNUz","XjbgBjKQ"
939,78,"[FFF,1]123789sCPPPC|SS0000","78m2p1378sWCFFPP|SS0000","小三元","ron","歌彫","wq6ByeUU","bB8u1N8C"
940,78,"[FFF,1][111s,2][222s,3]CCPPC|SS1000","1578m269p124sCFF|SS0000","小三元","tsumo","举个栗子","g5eYUHbf","6etVtTPh"
941,78,"[FFF,1][CCC,3][6666p,5][123p,1]PP|NS0000","233466p79sECCFF|NS0000","小三元","ron","TouHouMar1sa","KuQ5dG5s","pCDjGfMi"
942,78,"[FFF,1][PPP,1]789sEECCE|SS0000","26789sEESCCFFP|SS0000","小三元","ron","南宁正氣雀馆","s1PxckGm","q71zx2vs"
943,78,"[FFF,2]123789pCCCPP|EN1000","123489p158sESCP|EN0000","小三元","tsumo","HillLee97","sdeH0a2T","7VF52vsM"
944,78,"[FFF,2][CCCC]789p567sPP|WE1000","2336m79p56sWNCFFP|WE0000","小三元","tsumo","浮生小朋友","RrPD5g0E","wiDe14oe"
945,78,"[FFF,2][PPP,2][666p,1][666m,1]CC|SE1000","3667m589p35sNFFPP|SE0000","小三元","tsumo","徐北to","SCJkv06C","NNJWQgPV"
946,78,"[FFF,2][PPPP,7]678m678sCC|WS1000","6678m679sECFFPP|WS0000","小三元","tsumo","韦一笑","UGz3GLFE","C4Bm9JhQ"
947,78,"[FFF,3][CCC,2][EEE,1]123sPP|NS1000","35m568p239sESCFP|NS0000","小三元","tsumo","喜欢做大牌","7rBc0Dtw","D2YRtkX7"
948,78,"[FFFF,5][CCC,3][3333p]68pPP7p|SS0000","133346p248sWCCP|SS0000","小三元","ron","CHAGA07","WySi0ZjP","TaPumqRW"
949,78,"[NNN,3]678pESSSWWWE|NN0000","347899pESSSWNN|NN0000","小四喜","ron","只胡小天凤","tUkP6xyC","MGJBLHqN"
950,78,"[PPP,1][111m,1][FFF,3]55mCC5m|NE0000","1125579m46p46sNPP|NE0000","小三元","ron","东宫之主","qRKHdJwg","Zr6xPC9K"
951,78,"[PPP,1][111p,2][222p,1]CCFFF|WE0000","3m1122p1346sNCCPP|WE0000","小三元","ron","药渣","pyJoaEpr","omtng8NQ"
952,78,"[PPP,1][999s,1][666p,2][CCC,2]FF|NS0000","1257m6p45799sCPP|NS0000","小三元","ron","北北ai训练","gtE0J6cW","hsKB6U9b"
953,78,"[PPP,2][1111p,2]333mCCFFC|NE1000","13336m11157pNCPP|NE0000","小三元","tsumo","牛黑奶白","E4kVRKqC","ANxfFAez"
954,78,"[PPP,2][NNN,1]EESSCCCE|EE1000","34m2p34sSSNNCCFPP|EE0000","字一色","tsumo","calzhulator","uVXwCycB","U5xXxvNn"
955,78,"[PPP,3][789m,3][FFF,3]789mCC|EE0000","177889m4p258sCFPP|EE0000","小三元","ron","冰雪分类","PMHXhqkQ","omwpH15t"
956,78,"[PPP,3][FFF,1][999m,3]123mCC|SE0000","1399m5579pWNFFPP|SE0000","小三元","ron","YOUGA","QFvdAKFx","iUXX0XY1"
957,78,"[PPP,3][FFF,3]112233mCC|NS0000","1123335m89p9sNFF|NS0000","小三元","ron","初见","sHkYqu9b","vstuCQZ1"
958,78,"[PPPP,7][CCC,2][123m,1][123p,1]FF|WE0000","23m236p246sWCCFPP|WE0000","小三元","ron","豆子鸽","a44hiyDX","hNHzvZqz"
959,78,"[PPPP,7][FFF,1]12789pCC3p|NS0000","3m2589pESNCFFPP|NS0000","小三元","ron","laitedao","bQWN6CzF","7JrKGhfg"
960,78,"[PPPP][CCC,2]111345sFF|WS0000","5m5p113455sWCPPP|WS0000","小三元","ron","东东麻","V6vSpjXB","NRkoqzMC"
961,78,"[SSS,2][PPP,3][FFF,2][789m,2]CC|WW1000","279m36p79sSSFFPP|WW0000","小三元","tsumo","歌彫","wq6ByeUU","EdmVbj6u"
962,78,"[SSS,2][WWW,1]789pEENNN|NE0000","89m1467p34sSSWWNN|NE0000","小四喜","ron","铃声末响","mGrr7Nzc","DtVTsLuD"
963,78,"[SSS,2][WWW,2][777s,2]EENNN|EE0000","169m55p277sESWWNN|EE0000","小四喜","ron","往事随风","AsDUCA8r","PjyQTWGL"
964,78,"[SSS,3][CCC,2][FFF,2]789pPP|EN0000","79m457p2sSSCCFFP|EN0000","小三元","ron","xiong","hgyofHKx","Rgo7NZre"
965,78,"[SSS,3][WWW,1][EEE,3]678mNN|EE1000","469m3679p7sESSWWP|EE0000","小四喜","tsumo","修改昵称","VTAaGGnx","mM8VK1JM"
966,78,"[SSSS,7][FFF,2]EENNCCCE|EE1000","9m148p359sSSNCCCF|EE0000","字一色","tsumo","徐北","XKvaV6L7","m5nEMqvY"
967,78,"[WWW,2][PPP,3]222mCCFFC|WE0000","25m16p12sEWWNCCFP|WE0000","小三元","ron","烦了就打男人","nJjFjgYF","NyhYvaQ4"
968,78,"[WWW,3]123sCCFFPPPF|WE0000","1m39p148sWWCCFPPP|WE0000","小三元","ron","维尔斯特拉斯","aWgYqL8H","YLvG6pP1"
969,78,"[WWW,3][CCC,2]123pFPPPF|SN1000","7m123p9sSWWCCFPP|SN0000","小三元","tsumo","霹雳911","k9WYmxTd","BYeGDUZd"
970,78,"[WWW,3][PPP,1]88mCCFFF8m|SS0000","268m8p18sSWWCFFP|SS0000","小三元","ron","Jencese","fVSRiMYY","5X4JGmTc"
971,77,"11888sEESSSNNN1s|NS1000","16m148p1788sSSNN|NS0000","四暗刻","tsumo","zumgze","L5WHYd7E","koirEAtT"
972,77,"123678mCCCFFPPF|WW1000","134689m69p4sSCCF|WW0000","小三元","tsumo","InvisibleP","e0ZuC17Y","BXAXu4Bu"
973,77,"22999m333p11144s2m|EN1000","22499m1p1144sWCP|EN0000","四暗刻","tsumo","对酒当歌","6aRvk6KL","HCxjUo4V"
974,77,"22m77999sCCCFFF2m|NS1000","1224m77899sCCFF|NS0000","四暗刻","tsumo","linsaiya","kMMJhWHn","Fkddwjwk"
975,77,"234456mCCFFFPPC|NS1000","346m58p348sSCFFP|NS0000","小三元","tsumo","初见亦别离","CTZXTb7J","2vD9hU4F"
976,77,"234pWWWCCFFPPPF|NW0000","77m49p4sSWWWFFPP|NW0000","小三元","ron","国麻萧寒","0Tnq4yaT","dajGcasm"
977,77,"456678sCCFFPPPF|ES1000","58m38p567sESFPPP|ES0000","小三元","tsumo","geruome","DGxzBfVt","cPWS4N92"
978,77,"55888mWWWNNPPPN|NE1000","588m1p2569sWWNNFP|NE0000","四暗刻","tsumo","桂雏菊","AyJ4fZun","5X4KfT2s"
979,77,"666m11155566p44s4s|NS1000","5666m15667p124sE|NS0000","四暗刻","tsumo","放浪雀士","varsRaY2","gJytcJa1"
980,77,"678mEEESSWWNNNS|WN0000","678m79sEEESWNFP|WN0000","小四喜","ron","云出无心","GHHbmkzt","4yeVWkL8"
981,77,"789p123sCCFFFPPP|EN1000","67m79p12sWNCCFFP|EN0000","小三元","tsumo","CHAGA04","CfQFk9C9","dLh6W8os"
982,77,"88m99p999sWWWCCC8m|NW1000","78m599p1799sWWCC|NW0000","四暗刻","tsumo","三点水","bWXwxkcR","cMwk2f29"
983,77,"[111p,2][CCC,2]789pFPPPF|ES0000","9m113699p238sSCP|ES0000","小三元","ron","王洋","4u3Wyyjo","k4WgnKED"
984,77,"[123s,3][PPP,2][CCC,2]999sFF|EN0000","5m467p12579sCFPP|EN0000","小三元","ron","pakake","A1xyMZxc","RxW5uA5t"
985,77,"[234p,2][888p,2][FFF,2][PPPP,7]CC|EW0000","248m1288p68sCFPP|EW0000","小三元","ron","CHAGA01","ATAaGdpW","Jq2Msohy"
986,77,"[3333m][2222s]666m333p8s8s|WS0000","33366m133p26sWCF|WS0000","四暗刻","ron","喵爹真不是咪","bJoBUb9o","Fywx7CRF"
987,77,"[456m,2][FFF,2][333m,2]CPPPC|SN1000","3346m24p4sNCFPPP|SN0000","小三元","tsumo","吃了再日","FDEPgwKH","epnvFaF0"
988,77,"[456s,1][FFF,2]333sCPPPC|NE0000","9m136p3356sSWFPPP|NE0000","小三元","ron","恐怖福瑞","g1TqbGp8","uT4fUsoV"
989,77,"[567m,2][NNN,3]EESSSWWW|EW1000","1357m6p58sEESSWN|EW0000","小四喜","tsumo","小笨鸟","b7dxxKoV","oBc66REw"
990,77,"[567p,1][PPP,3][NNN,3]CCCFF|NN0000","448m16p148sSCCFP|NN0000","小三元","ron","和平","ZYD1UrLw","CWwbfDyf"
991,77,"[7777p]444555pNNCCC|WN1000","47m24557p14sNCCP|WN0000","四暗刻","tsumo","抹茶味纯子","g2zbXugX","AYYJh5ta"
992,77,"[7777s][WWWW]4455mEEE4m|NW1000","4459m139p1777sEW|NW0000","四暗刻","tsumo","星间梦影","wKg16HYQ","q2mMG67z"
993,77,"[777m,1][CCC,2]77pFFPPP7p|NE0000","3677m1357p15sCCFF|NE0000","小三元","ron","水墨","TP9amo4V","iwe3aDsQ"
994,77,"[789m,1][CCC,3]789mFFFPP|WE0000","4789m168p2sSWCFFP|WE0000","小三元","ron","蓝天skyhuner","aNK9tXMC","ggLi835v"
995,77,"[8888m,6][PPPP][456m,1][CCC,1]FF|WN0000","5688m2p38sNCCFPP|WN0000","小三元","ron","青緺","gwi2CMJn","eFbMvSLX"
996,77,"[888s,3][777m,2]CFFFPPPC|NN0000","3779m4p3368sCFPP|NN0000","小三元","ron","雀蛏","Tut1mjWm","eJEM9PUd"
997,77,"[999s,2][PPP,1]888sCCFFF|SS0000","3m8p288899sSCFFP|SS0000","小三元","ron","Hrl258","x98yfduR","PmjpJugQ"
998,77,"[999s,3][666s,2][8888s,3]4477s7s|EE1000","4m278p3466778899s|EE0000","一色四节高、清一色","tsumo","小三元","w1QPqebu","PSdBsjTp"
999,77,"[CCC,1][2222p][555s,2]FFFPP|SW0000","14m235p1557sCCFP|SW0000","小三元","ron","巧克力","ayxTY7Su","4n9Nzbeg"
1000,77,"[CCC,1][NNN,3]789sFPPPF|ES0000","136m8p167sENCCPP|ES0000","小三元","ron","DankratosBR","v9bDudDG","fFRFSNss"
