======================================
Ranking by: current_elo
Generated at: 2026-01-09 02:19:26
Total players: 2080
======================================

Rank  	Value       	Player Name              	Rounds
1656  	1990.0      	东宫之主             	2966
1657  	1989.0      	旗客                   	496
1658  	1989.0      	天天                   	96
1659  	1989.0      	去去                   	416
1660  	1989.0      	white                    	16
1661  	1989.0      	kabidesu                 	272
1662  	1989.0      	alldxly                  	1166
1663  	1989.0      	LogY                     	256
1664  	1988.0      	霸霸                   	4508
1665  	1988.0      	百千万                	112
1666  	1988.0      	渣男饼干             	80
1667  	1988.0      	卡夫卡卡摔          	16
1668  	1988.0      	flw                      	64
1669  	1988.0      	YK712                    	224
1670  	1987.0      	zyl                      	336
1671  	1986.0      	氟磺酸镍             	972
1672  	1986.0      	Yu無礼                 	176
1673  	1984.0      	摇摇猪                	112
1674  	1984.0      	小白薯                	40
1675  	1984.0      	天清一色             	32
1676  	1984.0      	ysrs                     	2868
1677  	1983.0      	落樱焚雪             	136
1678  	1983.0      	苍落                   	301
1679  	1983.0      	红酒味汽水          	160
1680  	1983.0      	小小灰灰             	112
1681  	1982.0      	火哥                   	2270
1682  	1982.0      	心中的太阳          	112
1683  	1982.0      	Eevee                    	196
1684  	1981.0      	拓                      	601
1685  	1981.0      	幻独                   	16
1686  	1981.0      	全大风风             	320
1687  	1981.0      	suzuya                   	48
1688  	1981.0      	rainhard                 	16
1689  	1981.0      	majongmaster             	64
1690  	1981.0      	Nowherecsb               	256
1691  	1980.0      	鲤鱼号                	80
1692  	1980.0      	英子刘梓鑫          	64
1693  	1980.0      	cx遇恒                 	608
1694  	1979.0      	sauluo                   	16
1695  	1978.0      	白鸟翔                	144
1696  	1978.0      	洛天依                	619
1697  	1978.0      	xiao灰灰丶            	80
1698  	1978.0      	HiramHe                  	64
1699  	1977.0      	红叶                   	152
1700  	1977.0      	兰克拉                	48
1701  	1977.0      	ZJLee                    	320
1702  	1977.0      	MasterSun                	16
1703  	1976.0      	羡鱼                   	192
1704  	1976.0      	全求人                	2816
1705  	1976.0      	michalek                 	96
1706  	1976.0      	Helen                    	208
1707  	1976.0      	ATTACKER75               	224
1708  	1974.0      	祁连祈知             	336
1709  	1973.0      	jjh667                   	32
1710  	1973.0      	fmu小木                	505
1711  	1973.0      	WE1RC                    	464
1712  	1973.0      	Qaitq                    	112
1713  	1972.0      	诗人哪                	144
1714  	1971.0      	静巧                   	112
1715  	1971.0      	雨沐沐                	16
1716  	1971.0      	佰番shooter            	3461
1717  	1971.0      	CuO                      	208
1718  	1970.0      	ftedh                    	496
1719  	1970.0      	cyy                      	32
1720  	1970.0      	Choimoe                  	2520
1721  	1969.0      	白鳥汐音             	48
1722  	1969.0      	星间梦影             	1761
1723  	1969.0      	可爱小灵梦          	64
1724  	1969.0      	rcbar                    	256
1725  	1969.0      	ChaosDon                 	1264
1726  	1968.0      	自动点炮机          	48
1727  	1967.0      	迷途                   	64
1728  	1967.0      	路可王                	48
1729  	1967.0      	出道即巅峰          	272
1730  	1967.0      	倪振民                	176
1731  	1967.0      	Hrl258                   	16
1732  	1966.0      	玖骍                   	128
1733  	1965.0      	杜双龙                	112
1734  	1965.0      	Tin仔                   	32
1735  	1964.0      	常陆茉子             	16
1736  	1964.0      	对酒当歌             	4643
1737  	1964.0      	natsumikka               	112
1738  	1964.0      	Tilams                   	96
1739  	1964.0      	Alola                    	384
1740  	1963.0      	晓白晓白晓          	16
1741  	1963.0      	kk                       	1816
1742  	1963.0      	DSCH                     	128
1743  	1962.0      	张丹丹                	3312
1744  	1961.0      	报告精华             	48
1745  	1961.0      	小傻子                	416
1746  	1961.0      	只道是寻常          	16
1747  	1961.0      	coco                     	112
1748  	1960.0      	月曦                   	112
1749  	1960.0      	往事随风             	6380
1750  	1960.0      	jellyhi                  	224
1751  	1960.0      	artemis                  	176
1752  	1960.0      	PtF6                     	52
1753  	1959.0      	桃子                   	160
1754  	1959.0      	月与星空             	82
1755  	1959.0      	冰极风舞             	32
1756  	1959.0      	yukimurasaki             	144
1757  	1959.0      	kgrox                    	320
1758  	1958.0      	下张自摸真君       	176
1759  	1957.0      	巧思                   	192
1760  	1956.0      	美人就是美          	488
1761  	1956.0      	硅基生命             	224
1762  	1956.0      	灿丽花火             	96
1763  	1956.0      	吴三牛                	3246
1764  	1955.0      	ninaelle                 	192
1765  	1954.0      	就想摸摸鱼          	1164
1766  	1954.0      	小柒                   	368
1767  	1954.0      	sbyz                     	32
1768  	1954.0      	Shawn                    	32
1769  	1951.0      	浩峰音乐             	16
1770  	1951.0      	南风月明             	48
1771  	1951.0      	yuanzi                   	48
1772  	1950.0      	葛天帝                	464
1773  	1950.0      	滚烫小豆浆          	1723
1774  	1950.0      	徐北                   	64
1775  	1950.0      	大七星                	72
1776  	1950.0      	墨羽                   	585
1777  	1950.0      	东东麻                	308
1778  	1950.0      	mortal                   	80
1779  	1949.0      	LuckyGame                	32
1780  	1948.0      	随随便便             	400
1781  	1948.0      	我来辣                	4812
1782  	1947.0      	太常淡省             	32
1783  	1947.0      	UsamiRenko               	119
1784  	1946.0      	魔鬼之魂             	16
1785  	1946.0      	青龙吟秋水          	896
1786  	1946.0      	一叶菩提             	176
1787  	1946.0      	Darker                   	208
1788  	1945.0      	早哥                   	448
1789  	1945.0      	voncast                  	672
1790  	1945.0      	lalulu                   	256
1791  	1945.0      	artrain                  	16
1792  	1944.0      	封兽鵺                	1817
1793  	1943.0      	潮汐獵人             	128
1794  	1943.0      	渡鸟                   	64
1795  	1943.0      	bagua                    	336
1796  	1943.0      	Tortov                   	256
1797  	1943.0      	Sky                      	32
1798  	1942.0      	陌                      	16
1799  	1942.0      	铃声末响             	2704
1800  	1942.0      	ikun                     	48
1801  	1942.0      	Aspartic11               	64
1802  	1941.0      	猫记饭团             	208
1803  	1941.0      	木木                   	72
1804  	1941.0      	lidai                    	2760
1805  	1940.0      	闲月                   	48
1806  	1940.0      	兰姐                   	576
1807  	1939.0      	静座                   	112
1808  	1938.0      	正气明凝             	64
1809  	1938.0      	柯西不再忧伤       	16
1810  	1938.0      	Fayehe                   	128
1811  	1937.0      	xunshan                  	360
1812  	1937.0      	Xiaopp                   	64
1813  	1936.0      	祈桜                   	128
1814  	1936.0      	Yerin0626                	80
1815  	1935.0      	sanse                    	528
1816  	1934.0      	qyjwty                   	64
1817  	1934.0      	Lorvain                  	80
1818  	1933.0      	JerryK                   	160
1819  	1932.0      	方方                   	1808
1820  	1932.0      	地底探险             	560
1821  	1932.0      	DLM                      	64
1822  	1931.0      	楚天危楼独倚       	32
1823  	1930.0      	Schubert                 	912
1824  	1928.0      	咕咕咕咕             	1024
1825  	1928.0      	lhwayne                  	4440
1826  	1926.0      	魔鬼上路             	96
1827  	1926.0      	晚终                   	109
1828  	1926.0      	安宇枫                	648
1829  	1926.0      	luoshen                  	464
1830  	1925.0      	黑道代打つ          	304
1831  	1925.0      	土豆豆鸭             	716
1832  	1924.0      	玖月                   	16
1833  	1924.0      	我想静静             	233
1834  	1924.0      	ouyousou                 	16
1835  	1924.0      	FelixCs                  	16
1836  	1923.0      	专打萧寒             	16
1837  	1923.0      	Pius                     	16
1838  	1922.0      	阳光男孩             	104
1839  	1922.0      	蒹葭                   	96
1840  	1922.0      	云糜                   	160
1841  	1921.0      	妙也                   	272
1842  	1920.0      	璃茉                   	192
1843  	1920.0      	李风乐                	1392
1844  	1919.0      	雪梦可可豆          	1040
1845  	1919.0      	赵秋雨                	336
1846  	1919.0      	祈慕斯                	864
1847  	1919.0      	白羽寒                	48
1848  	1919.0      	江大麻将AI           	240
1849  	1919.0      	sugawara                 	176
1850  	1916.0      	逍遥星空             	224
1851  	1916.0      	天唉唉                	112
1852  	1916.0      	Fred460                  	256
1853  	1915.0      	陈光耀cgy             	815
1854  	1915.0      	绿一色LLFF            	16
1855  	1915.0      	张张进张             	9810
1856  	1915.0      	小星星星君          	16
1857  	1914.0      	深圳柿子吉他       	288
1858  	1914.0      	欧尼酱                	192
1859  	1914.0      	Vorak                    	160
1860  	1914.0      	NCO                      	192
1861  	1914.0      	Felix                    	376
1862  	1913.0      	技零运十             	256
1863  	1912.0      	爪哇龟                	304
1864  	1911.0      	派蒙                   	48
1865  	1911.0      	嘻嘻哈哈             	3120
1866  	1911.0      	N519                     	553
1867  	1910.0      	音樂                   	16
1868  	1910.0      	学霸小黑             	24
1869  	1909.0      	神奇的飞菊          	544
1870  	1909.0      	清風不歸客          	496
1871  	1909.0      	Lily0818                 	32
1872  	1908.0      	麻将预防痴呆       	356
1873  	1907.0      	青椒牛肚炒饭       	5205
1874  	1907.0      	柒分                   	96
1875  	1907.0      	吃了再日             	288
1876  	1907.0      	Hinson                   	1200
1877  	1906.0      	取名废                	48
1878  	1906.0      	元原园神             	2480
1879  	1905.0      	青春的尾巴          	608
1880  	1905.0      	牌搭子                	32
1881  	1905.0      	凤梨酥xxx             	96
1882  	1904.0      	不羁的峰             	528
1883  	1904.0      	hong                     	2496
1884  	1904.0      	ad2                      	32
1885  	1902.0      	小熊老师丶安       	80
1886  	1901.0      	葫芦丶娃             	896
1887  	1901.0      	我是好人             	921
1888  	1900.0      	xlfd                     	32
1889  	1899.0      	雪华yukivv             	128
1890  	1899.0      	就说小伙路过       	1024
1891  	1899.0      	好想线下国标       	48
1892  	1898.0      	阿杰                   	208
1893  	1898.0      	着相                   	4114
1894  	1898.0      	小武                   	48
1895  	1897.0      	沉默的西风          	288
1896  	1897.0      	夜雨桥                	80
1897  	1897.0      	三横一棵树          	16
1898  	1895.0      	慕容彰                	84
1899  	1895.0      	山猫                   	128
1900  	1895.0      	lifeline                 	656
1901  	1894.0      	观自在                	1370
1902  	1894.0      	渣宝                   	176
1903  	1893.0      	杠上补花错和       	480
1904  	1892.0      	蜗牛                   	80
1905  	1892.0      	sfsniper                 	948
1906  	1892.0      	ChloeZ                   	624
1907  	1891.0      	空Jian                  	16
1908  	1891.0      	欧偷袭圣手          	1392
1909  	1891.0      	格喵不是巫师       	192
1910  	1891.0      	小白ali                	224
1911  	1891.0      	shentes                  	48
1912  	1890.0      	一1四五14             	2257
1913  	1890.0      	BLG首席打野          	32
1914  	1888.0      	crp233                   	832
1915  	1886.0      	間奏0721秒            	112
1916  	1886.0      	婚庆老戴             	64
1917  	1884.0      	本智                   	32
1918  	1883.0      	甜蜜桃花             	240
1919  	1883.0      	木叶                   	64
1920  	1883.0      	DankratosBR              	448
1921  	1882.0      	milkdragon               	128
1922  	1881.0      	八番就好             	864
1923  	1881.0      	八云紫幽幽子       	528
1924  	1881.0      	不爱飞的雕          	240
1925  	1880.0      	汐楚三月             	272
1926  	1880.0      	一叶知秋             	48
1927  	1879.0      	小能摊手             	33
1928  	1879.0      	坎坷苦                	902
1929  	1878.0      	组组组组合龙       	48
1930  	1877.0      	克兰娜德             	320
1931  	1876.0      	元喜莲                	1904
1932  	1876.0      	lynchblax84              	48
1933  	1875.0      	发生什么事了       	232
1934  	1874.0      	花顺双抽             	160
1935  	1874.0      	举个栗子             	2836
1936  	1874.0      	kaorukoL0Ve              	16
1937  	1873.0      	zerozeng                 	4128
1938  	1873.0      	Chaojisamoye             	587
1939  	1872.0      	音律                   	1189
1940  	1872.0      	仔恒                   	48
1941  	1871.0      	Acylation                	96
1942  	1870.0      	tempestkou               	136
1943  	1869.0      	念起觉迟             	1456
1944  	1869.0      	Randy                    	3101
1945  	1869.0      	Matter                   	1264
1946  	1868.0      	泠依喵                	80
1947  	1867.0      	小蚊子                	2560
1948  	1866.0      	rkcd                     	16
1949  	1864.0      	wqy                      	48
1950  	1863.0      	啊正本正             	604
1951  	1861.0      	傻哥哥                	9842
1952  	1861.0      	中島由貴             	944
1953  	1861.0      	QYC616                   	656
1954  	1859.0      	送分达人             	272
1955  	1857.0      	Rainudenya               	16
1956  	1856.0      	我爱看评论          	96
1957  	1854.0      	抱米花哦             	224
1958  	1854.0      	小黑白                	272
1959  	1854.0      	Oracle                   	64
1960  	1852.0      	饼蛙                   	16
1961  	1852.0      	絲絲                   	1356
1962  	1852.0      	燚飞扬                	1504
1963  	1850.0      	狂吃狂日             	1144
1964  	1850.0      	zozoko                   	16
1965  	1849.0      	茜空                   	96
1966  	1849.0      	sm                       	352
1967  	1848.0      	吾愿汝                	576
1968  	1847.0      	luocl                    	216
1969  	1847.0      	amyhu                    	556
1970  	1846.0      	ツィさん             	16
1971  	1845.0      	亲亲要乐奈          	569
1972  	1844.0      	vicky                    	944
1973  	1842.0      	上帝肥嘟嘟          	64
1974  	1840.0      	沧九                   	512
1975  	1839.0      	意凉                   	16
1976  	1839.0      	在摸鱼中             	808
1977  	1839.0      	littleWeber              	240
1978  	1838.0      	风灵                   	496
1979  	1838.0      	说说                   	176
1980  	1837.0      	Alphabeb                 	112
1981  	1836.0      	山浩然                	2040
1982  	1835.0      	徐北to                 	2452
1983  	1834.0      	封剑                   	16
1984  	1834.0      	伽罗妹妹             	916
1985  	1833.0      	TinkerBell               	16
1986  	1830.0      	雪豹                   	656
1987  	1830.0      	山不言                	336
1988  	1830.0      	后来                   	2208
1989  	1830.0      	七七yaa                	112
1990  	1829.0      	hamburger                	256
1991  	1829.0      	Xx33272                  	16
1992  	1828.0      	梅梅梅梅             	1472
1993  	1828.0      	日晕月华KBG          	176
1994  	1828.0      	垒浮云                	32
1995  	1828.0      	x5y6                     	16
1996  	1826.0      	江鸟                   	448
1997  	1825.0      	guanzhu                  	288
1998  	1824.0      	尘世                   	288
1999  	1823.0      	brilliant                	36
2000  	1822.0      	墨辰                   	176
2001  	1822.0      	qxbk                     	32
2002  	1819.0      	相约四季             	672
2003  	1818.0      	老杨的小可爱       	16
2004  	1817.0      	赖格宝                	320
2005  	1813.0      	呜喵喵喵恒          	64
2006  	1812.0      	十二归一七对       	48
2007  	1809.0      	金瓜皮子             	368
2008  	1807.0      	黎黎                   	734
2009  	1807.0      	satomi                   	32
2010  	1807.0      	Pluis                    	528
2011  	1803.0      	池州老赵             	16
2012  	1801.0      	Jing                     	32
2013  	1798.0      	上吉                   	16
2014  	1796.0      	翔鹰                   	3536
2015  	1793.0      	AmaneCh                  	304
2016  	1791.0      	渋勍                   	528
2017  	1790.0      	只打萧寒             	32
2018  	1789.0      	HZ                       	896
2019  	1788.0      	huer                     	80
2020  	1787.0      	西楚霸王某某       	192
2021  	1784.0      	icrua0alskjs             	829
2022  	1783.0      	Colanya                  	148
2023  	1780.0      	李早苗                	144
2024  	1780.0      	ua                       	304
2025  	1779.0      	明石                   	16
2026  	1778.0      	孤山战士             	208
2027  	1778.0      	夜雨声烦             	128
2028  	1772.0      	SansGotLazy              	160
2029  	1771.0      	低调玩家             	16
2030  	1765.0      	spmagic                  	452
2031  	1765.0      	rainbow369               	928
2032  	1760.0      	皮卡丘欣             	48
2033  	1760.0      	dorie                    	336
2034  	1759.0      	紫翅                   	512
2035  	1755.0      	幻尘                   	384
2036  	1755.0      	cslp                     	224
2037  	1754.0      	一色三龙会          	112
2038  	1751.0      	振玉                   	1656
2039  	1751.0      	Jenceses                 	496
2040  	1747.0      	臣服                   	1695
2041  	1747.0      	pyy                      	272
2042  	1745.0      	浮生小朋友          	2032
2043  	1742.0      	梁森                   	328
2044  	1741.0      	地狱火的挽歌       	1280
2045  	1740.0      	仰望星空派          	1264
2046  	1739.0      	周平                   	8309
2047  	1734.0      	Kayla773                 	32
2048  	1733.0      	YstarXing                	462
2049  	1728.0      	odd                      	704
2050  	1721.0      	quzer                    	1156
2051  	1721.0      	GBAWA                    	409
2052  	1719.0      	龍龍想你了          	160
2053  	1718.0      	佤熙紫                	176
2054  	1696.0      	lan666                   	240
2055  	1691.0      	初阳                   	48
2056  	1681.0      	雅屁                   	2024
2057  	1679.0      	TNTzhakiller             	96
2058  	1675.0      	紫魔狐                	1227
2059  	1673.0      	夜幕遮星             	336
2060  	1664.0      	CregChain                	160
2061  	1656.0      	风语                   	368
2062  	1656.0      	nanuo3331                	16
2063  	1651.0      	Falcao                   	488
2064  	1634.0      	刘十三                	1824
2065  	1614.0      	休息1下玩1会        	1832
2066  	1600.0      	Weldony                  	16
2067  	1597.0      	余歌                   	2024
2068  	1593.0      	灰色轨迹             	48
2069  	1582.0      	知不可乎             	416
2070  	1578.0      	Charlotte                	1552
2071  	1546.0      	W凌焱                  	592
2072  	1508.0      	gadfly0512               	224
2073  	1489.0      	孟丽莉                	1250
2074  	1471.0      	秋玲                   	4128
2075  	1461.0      	t2004                    	2340
2076  	1422.0      	长风                   	3028
2077  	1422.0      	nsbs                     	592
2078  	1370.0      	悲秋客                	516
2079  	1233.0      	管家婆                	224
2080  	1119.0      	大哥大的小弟       	708
