======================================
Tsumo Rate (自摸率) = tsumo_win_count / win_count
Generated at: 2026-01-09 00:24:22
Total players: 1934
======================================

Rank  	Rate        	Player Name              	Rounds
728   	28.35%      	月见琥珀             	2192
729   	28.35%      	逃课的安             	576
730   	28.34%      	ubisoft                  	1296
731   	28.34%      	心悦                   	1440
732   	28.31%      	柒柒                   	813
733   	28.31%      	念天地之悠悠       	3024
734   	28.28%      	韦一笑                	6228
735   	28.28%      	北北ai训练           	608
736   	28.26%      	小柒zZ                 	240
737   	28.26%      	F8                       	144
738   	28.22%      	落英                   	2546
739   	28.22%      	Randy                    	2397
740   	28.21%      	阿吉                   	144
741   	28.21%      	宫村宫子             	336
742   	28.21%      	博博                   	672
743   	28.21%      	南桥s01                	240
744   	28.21%      	liqiu                    	224
745   	28.18%      	仓田真白             	1664
746   	28.17%      	阿德南                	287
747   	28.17%      	闻雀                   	256
748   	28.16%      	ugly2333                 	3488
749   	28.16%      	举个栗子             	2612
750   	28.16%      	姬攻千歌音          	384
751   	28.16%      	多元外卷人          	368
752   	28.14%      	有路口                	1536
753   	28.14%      	德之邻                	760
754   	28.12%      	茅老道                	4720
755   	28.12%      	石井一马             	144
756   	28.12%      	潮汐獵人             	128
757   	28.12%      	沉默的西风          	288
758   	28.12%      	打雀青年             	304
759   	28.12%      	qixian96                 	112
760   	28.12%      	floatcloud               	272
761   	28.11%      	Nekkoya                  	720
762   	28.09%      	八云紫幽幽子       	528
763   	28.09%      	Tetriseffect             	1216
764   	28.09%      	修改昵称             	11722
765   	28.07%      	张麻子                	216
766   	28.07%      	喵可莉                	1104
767   	28.06%      	维尔斯特拉斯       	1104
768   	28.05%      	尾翼                   	2386
769   	28.05%      	樱淳宝贝子          	272
770   	28.04%      	ferry                    	960
771   	28.02%      	青緺                   	4654
772   	28.00%      	风的思绪             	384
773   	28.00%      	羽之野                	80
774   	28.00%      	大仙人                	2556
775   	28.00%      	国标小唐             	91
776   	28.00%      	决绝玦                	88
777   	28.00%      	wyy1990                  	208
778   	28.00%      	ZJU国标分队3         	132
779   	27.99%      	云出无心             	2076
780   	27.98%      	Serendipity              	1184
781   	27.97%      	mika                     	3412
782   	27.97%      	逆光w                  	1104
783   	27.97%      	熵减                   	528
784   	27.95%      	Innnnnfinity             	2096
785   	27.95%      	许清扬                	1856
786   	27.95%      	二d                     	848
787   	27.93%      	加油各位             	976
788   	27.92%      	Aimp                     	728
789   	27.91%      	CHAGA07                  	28595
790   	27.91%      	陌猪猪                	4920
791   	27.91%      	超级无敌粉毛       	352
792   	27.91%      	我来截个和          	160
793   	27.91%      	丛雨ちゃん          	912
794   	27.91%      	luocl                    	216
795   	27.89%      	yayoi                    	592
796   	27.88%      	odd                      	528
797   	27.87%      	追影                   	1532
798   	27.85%      	菠萝吹雪             	2672
799   	27.83%      	枭风雀庄             	3263
800   	27.79%      	量子限域             	1720
801   	27.78%      	红酒味汽水          	160
802   	27.78%      	皮皮161616             	64
803   	27.78%      	无有之间             	80
804   	27.78%      	伊尔                   	368
805   	27.78%      	云糜                   	160
806   	27.78%      	linsaiya                 	64
807   	27.78%      	dmd                      	80
808   	27.78%      	Ramoynd                  	96
809   	27.78%      	Lorvain                  	80
810   	27.78%      	Acylation                	96
811   	27.77%      	全求人                	2080
812   	27.76%      	diaryw                   	1056
813   	27.75%      	易北北                	4683
814   	27.75%      	振玉                   	1656
815   	27.74%      	Masion                   	576
816   	27.73%      	余光                   	1068
817   	27.73%      	fmu小木                	505
818   	27.72%      	Panda棒哒              	2864
819   	27.72%      	卡卡                   	2621
820   	27.71%      	泷泽和典             	296
821   	27.71%      	时尚                   	1160
822   	27.70%      	青椒                   	684
823   	27.69%      	CHAGA08                  	27701
824   	27.69%      	xbh要修仙             	1232
825   	27.68%      	只胡小天凤          	492
826   	27.67%      	xYz                      	2524
827   	27.66%      	因幡爱瑠             	208
828   	27.65%      	有限鲤鱼机          	6049
829   	27.64%      	晴天                   	2640
830   	27.60%      	萌新大肥猫          	1576
831   	27.59%      	萌新99                 	2577
832   	27.59%      	自摸8001600            	778
833   	27.59%      	河提                   	112
834   	27.59%      	桜坂逢里             	352
835   	27.59%      	柒分                   	80
836   	27.59%      	是小天才耶          	80
837   	27.59%      	nima                     	144
838   	27.59%      	Hotaru                   	112
839   	27.57%      	只打八万             	3837
840   	27.55%      	理论力学             	1259
841   	27.55%      	我是战神             	2108
842   	27.55%      	兰姐                   	384
843   	27.55%      	火鸡                   	1092
844   	27.54%      	🏹🪚👴             	288
845   	27.52%      	茗芮里                	1280
846   	27.52%      	糊涂蜜蜜             	1328
847   	27.51%      	Buffon                   	4260
848   	27.51%      	蹦天使                	4678
849   	27.50%      	还在流浪             	624
850   	27.50%      	紫魔狐                	1227
851   	27.50%      	四四子                	224
852   	27.49%      	Duke                     	1200
853   	27.49%      	Bob                      	3569
854   	27.48%      	就想摸摸鱼          	1136
855   	27.48%      	潇飒                   	872
856   	27.47%      	冰雪看看             	3513
857   	27.47%      	kay                      	2169
858   	27.46%      	黑一色                	1540
859   	27.45%      	白开心                	852
860   	27.45%      	朴彩英                	215
861   	27.45%      	云                      	880
862   	27.44%      	小蚊子                	2560
863   	27.42%      	看雪飘过             	5021
864   	27.42%      	CHAGA03                  	28171
865   	27.39%      	练习两年半          	1464
866   	27.39%      	kiki                     	848
867   	27.39%      	茗清流                	3356
868   	27.38%      	Toriel                   	328
869   	27.38%      	TYS                      	1448
870   	27.37%      	kima                     	3616
871   	27.37%      	founded                  	352
872   	27.35%      	立花明明子          	5856
873   	27.32%      	樱小路                	736
874   	27.31%      	牛黑奶白             	928
875   	27.27%      	达斯眉目             	48
876   	27.27%      	豆子鸽                	96
877   	27.27%      	诗人哪                	48
878   	27.27%      	翎刻                   	640
879   	27.27%      	缄默德克萨斯       	80
880   	27.27%      	源代码                	48
881   	27.27%      	无关烟尘风月       	43
882   	27.27%      	放浪雀士             	2392
883   	27.27%      	平生欢                	96
884   	27.27%      	四角豆星             	48
885   	27.27%      	只打CHAGA              	400
886   	27.27%      	友相伴                	48
887   	27.27%      	何いみ                	320
888   	27.27%      	东方雁                	1957
889   	27.27%      	rurukonod                	448
890   	27.27%      	neurax                   	48
891   	27.27%      	gadfly0512               	128
892   	27.27%      	chen                     	560
893   	27.27%      	StaticFish               	160
894   	27.27%      	NCO                      	160
895   	27.25%      	Choimoe                  	2520
896   	27.23%      	刘十三                	1280
897   	27.21%      	Yusaki                   	1200
898   	27.21%      	海狼李林             	2886
899   	27.21%      	羽未                   	539
900   	27.20%      	Hinson                   	1184
901   	27.20%      	Anna                     	3016
902   	27.20%      	雷雨霆                	1616
903   	27.19%      	Jencese                  	6933
904   	27.19%      	lxl0319                  	1771
905   	27.17%      	黎黎                   	510
906   	27.17%      	艳阳天                	1002
907   	27.16%      	Jvruo                    	1284
908   	27.16%      	霹雳911                	3096
909   	27.16%      	Reisen                   	345
910   	27.14%      	青雀                   	592
911   	27.13%      	轻轻的飘             	1552
912   	27.13%      	越                      	2544
913   	27.13%      	菜鸟坟墓             	5645
914   	27.13%      	水色如烟             	2460
915   	27.13%      	hong                     	2144
916   	27.12%      	Mikoto                   	1463
917   	27.12%      	狗勾战士夕夕       	592
918   	27.12%      	帆夜                   	709
919   	27.12%      	小孙看电视          	1840
920   	27.12%      	卡小雷                	736
921   	27.11%      	长风                   	2596
922   	27.11%      	小萧潇笑             	576
923   	27.11%      	二                      	2624
924   	27.09%      	zerong                   	2768
925   	27.09%      	和平                   	4052
926   	27.09%      	WMWMWMWMWMWM             	976
927   	27.08%      	冥雪99                 	520
928   	27.08%      	PlanB                    	192
929   	27.07%      	小龙女                	5863
930   	27.03%      	老王                   	287
931   	27.03%      	檐下风铃             	160
932   	27.03%      	何苏                   	128
933   	27.03%      	afanty                   	800
934   	27.01%      	beyond葬送             	728
935   	27.00%      	嗯好可以行          	1877
936   	27.00%      	多来雀庄             	2158
937   	26.99%      	灰色天空             	2775
938   	26.98%      	当红辣子君          	3664
939   	26.98%      	未济                   	3280
940   	26.97%      	miaomiao                 	1621
941   	26.95%      	妙手捞月             	576
942   	26.95%      	鸟苷三磷酸          	3319
943   	26.94%      	lusika                   	1968
944   	26.93%      	连六                   	4789
945   	26.92%      	快乐人生             	416
946   	26.92%      	宗门天骄             	128
947   	26.92%      	天唉唉                	112
948   	26.92%      	在摸鱼中             	808
949   	26.92%      	spmagic                  	452
950   	26.92%      	Charlotte                	1248
951   	26.92%      	Bourbon                  	96
952   	26.91%      	FMA                      	3891
953   	26.90%      	海                      	788
954   	26.89%      	sanse                    	528
955   	26.88%      	xiong                    	2533
956   	26.87%      	依万苏                	5362
957   	26.87%      	YOLO                     	2160
958   	26.87%      	喜欢做大牌          	2576
959   	26.86%      	秋季                   	12345
960   	26.86%      	吴三牛                	3150
961   	26.86%      	tmry                     	656
962   	26.85%      	苹果狼、             	800
963   	26.85%      	明薪99                 	432
964   	26.85%      	周平                   	7118
965   	26.84%      	Weldon                   	9322
966   	26.84%      	alaya23                  	3776
967   	26.83%      	三门齐                	5228
968   	26.83%      	北条沙都子          	192
969   	26.83%      	仁言否                	128
970   	26.82%      	绚彩蓝                	4580
971   	26.81%      	牧羊人                	4841
972   	26.80%      	pedro                    	448
973   	26.80%      	关关雎鸠2024         	2312
974   	26.79%      	kanna                    	1229
975   	26.79%      	gggmouseee               	288
976   	26.75%      	氟磺酸镍             	748
977   	26.75%      	加勒比海带          	712
978   	26.75%      	伯约                   	2251
979   	26.74%      	River                    	320
980   	26.73%      	细呷温酒6708         	839
981   	26.73%      	N519                     	528
982   	26.72%      	奈芙莲                	448
983   	26.72%      	蛋黄派                	7001
984   	26.72%      	南宁正氣雀馆       	2096
985   	26.72%      	闪电云                	3248
986   	26.71%      	秀儿稳                	1552
987   	26.69%      	北风萧霄             	5684
988   	26.67%      	鲤鱼号                	80
989   	26.67%      	风林舞破             	112
990   	26.67%      	葡萄汁                	80
991   	26.67%      	缥缈qwq                	608
992   	26.67%      	我有亿点菜          	43
993   	26.67%      	慕容彰                	84
994   	26.67%      	去去                   	416
995   	26.67%      	北                      	64
996   	26.67%      	冰糖榴梨             	139
997   	26.67%      	云中观山客          	48
998   	26.67%      	mortal                   	80
999   	26.67%      	gris                     	816
1000  	26.67%      	Pluis                    	528
1001  	26.67%      	Helen                    	208
1002  	26.67%      	GRandom                  	160
1003  	26.66%      	喵爹真不是咪       	11553
1004  	26.65%      	格兰                   	3852
1005  	26.63%      	空白                   	1200
1006  	26.63%      	AGAHC                    	1296
1007  	26.62%      	絲絲                   	1232
1008  	26.61%      	Mon3tr                   	480
1009  	26.61%      	SherWu                   	380
1010  	26.60%      	流沙                   	3359
1011  	26.60%      	hrb                      	2048
1012  	26.56%      	永清                   	1329
1013  	26.56%      	我叫叶荣添          	174
1014  	26.55%      	pingan                   	496
1015  	26.55%      	十八线玩家          	3223
1016  	26.54%      	过油肉拉面          	1389
1017  	26.54%      	灯波月华             	3883
1018  	26.53%      	亦然                   	4799
1019  	26.53%      	大祭酒                	720
1020  	26.53%      	littleWeber              	240
1021  	26.51%      	虹村雪                	1700
1022  	26.51%      	手不离管             	272
1023  	26.50%      	小老毕                	4283
1024  	26.49%      	阿月                   	3800
1025  	26.49%      	Ch1ak1                   	736
1026  	26.47%      	逍遥自在             	160
1027  	26.47%      	赤木茂                	6541
1028  	26.46%      	东宫之主             	2966
1029  	26.46%      	台风                   	1340
1030  	26.46%      	lidai                    	2760
1031  	26.44%      	Kokutourio               	1392
1032  	26.43%      	耳朵老师             	2403
1033  	26.43%      	pisces                   	1944
1034  	26.42%      	K酱                     	432
1035  	26.41%      	御剑飞行             	1311
1036  	26.39%      	黑道代打つ          	304
1037  	26.39%      	婆罗摩笈多          	1424
1038  	26.39%      	qsw2025                  	336
1039  	26.39%      	ZJLee                    	320
1040  	26.37%      	麻哥                   	2496
1041  	26.36%      	trane                    	960
1042  	26.36%      	后门概念神          	1328
1043  	26.36%      	洛兰希尔坠星       	512
1044  	26.35%      	Lemontruth               	987
1045  	26.35%      	休息1下玩1会        	1832
1046  	26.34%      	咕咕咕咕             	1008
1047  	26.33%      	随便玩玩儿          	1280
1048  	26.33%      	Candycane                	6316
1049  	26.32%      	黒い雨                	208
1050  	26.32%      	风怒大汉堡          	80
1051  	26.32%      	祝                      	80
1052  	26.32%      	球1234                  	120
1053  	26.32%      	狂吃狂日             	1144
1054  	26.32%      	望月穗波             	160
1055  	26.32%      	左彼篝思劝颊       	80
1056  	26.32%      	土豆豆鸭             	540
1057  	26.32%      	作业                   	272
1058  	26.32%      	不爱飞的雕          	160
1059  	26.32%      	lapulas                  	80
1060  	26.32%      	jzjbest                  	80
1061  	26.32%      	dorie                    	336
1062  	26.32%      	Star                     	80
1063  	26.30%      	浮光                   	6250
1064  	26.29%      	阿良                   	1676
1065  	26.29%      	葫芦丶娃             	896
1066  	26.28%      	安宇枫                	648
1067  	26.26%      	国家二级废物       	832
1068  	26.25%      	初见                   	6116
1069  	26.23%      	方片杰克             	244
1070  	26.23%      	浮生小朋友          	1888
1071  	26.22%      	花君子                	1757
1072  	26.21%      	TyrusYip                 	384
1073  	26.19%      	江大麻将AI           	240
1074  	26.19%      	发生什么事了       	232
1075  	26.19%      	冰封                   	176
1076  	26.19%      	SunnyWong                	320
1077  	26.18%      	天门                   	1088
1078  	26.18%      	青椒牛肚炒饭       	5205
1079  	26.17%      	沧九                   	496
1080  	26.16%      	熔岩                   	832
1081  	26.16%      	北宸星落             	944
1082  	26.16%      	Ace                      	1568
1083  	26.15%      	白茉晴                	240
1084  	26.15%      	往事随风             	6380
1085  	26.14%      	一1四五14             	1909
1086  	26.13%      	HyZha                    	1460
1087  	26.12%      	風林火山             	1056
1088  	26.12%      	摇摇奶昔             	560
1089  	26.11%      	Sw279695293              	1236
1090  	26.11%      	Encyclopedia             	4735
1091  	26.11%      	YOUGA                    	1328
1092  	26.11%      	贯                      	2552
1093  	26.10%      	frankie21                	2181
1094  	26.10%      	陈佳豪                	1189
1095  	26.09%      	茜空                   	96
1096  	26.09%      	甜蜜桃花             	240
1097  	26.09%      	杠开三条             	368
1098  	26.09%      	圣文神武             	394
1099  	26.09%      	困了喵                	112
1100  	26.09%      	五羟色胺             	144
1101  	26.07%      	菜籽的菜             	3264
1102  	26.05%      	zerozeng                 	3792
1103  	26.04%      	山浩然                	2024
1104  	26.04%      	HillLee97                	1344
1105  	26.02%      	paidax                   	743
1106  	26.02%      	萌新白羽             	536
1107  	26.01%      	WAduck                   	1336
1108  	26.00%      	哎呦我去             	1712
1109  	25.99%      	bluff                    	884
1110  	25.98%      	对酒当歌             	4166
1111  	25.97%      	丰川祥子             	313
1112  	25.97%      	yy小泠                 	608
1113  	25.97%      	sparkle                  	320
1114  	25.97%      	KNK                      	688
1115  	25.97%      	观自在                	1210
1116  	25.97%      	雄关迈步             	2368
1117  	25.95%      	走无常                	528
1118  	25.95%      	laitedao                 	5479
1119  	25.95%      	火老弟                	1665
1120  	25.95%      	icrua0alskjs             	829
1121  	25.93%      	玖儿                   	112
1122  	25.93%      	無番和自摸          	96
1123  	25.93%      	ChloeZ                   	624
1124  	25.91%      	云栖花间             	1184
1125  	25.91%      	投影机                	944
1126  	25.87%      	ysrs                     	2452
1127  	25.86%      	RBsq                     	272
1128  	25.86%      	QinNai                   	272
1129  	25.86%      	NaOH                     	312
1130  	25.85%      	卖间久里代          	1710
1131  	25.85%      	苏小弱                	555
1132  	25.84%      	LuckyTree                	3712
1133  	25.81%      	雀蛏                   	362
1134  	25.81%      	陈光耀cgy             	783
1135  	25.80%      	金大爸                	2112
1136  	25.80%      	David                    	4865
1137  	25.78%      	魂魄                   	1888
1138  	25.77%      	不会玩的萌新       	724
1139  	25.76%      	麻将预防痴呆       	356
1140  	25.76%      	eraofexp                 	776
1141  	25.75%      	二狗狗不狗          	960
1142  	25.73%      	keke                     	928
1143  	25.72%      	小三元                	16107
1144  	25.71%      	错和紫乌龟          	144
1145  	25.71%      	peipei                   	192
1146  	25.71%      	kgrox                    	320
1147  	25.71%      	一碗小甜粥          	2096
1148  	25.70%      	龙lwf                   	4093
1149  	25.70%      	神人                   	659
1150  	25.67%      	傻哥哥                	8746
1151  	25.66%      	TT55                     	448
1152  	25.66%      	StevenCai                	637
1153  	25.64%      	sdlyx                    	3840
1154  	25.64%      	衔蝉幽客             	160
1155  	25.64%      	桂雏菊                	288
1156  	25.64%      	桀桀子                	608
1157  	25.64%      	显卡                   	448
1158  	25.64%      	Szdzs                    	1530
1159  	25.64%      	Chadvent                 	256
1160  	25.63%      	蓝天skyhuner           	1056
1161  	25.61%      	灬                      	2864
1162  	25.58%      	萌新11                 	176
1163  	25.58%      	璀璨猎户座          	160
1164  	25.56%      	Tiger                    	1696
1165  	25.53%      	抹茶要楽奈          	368
1166  	25.53%      	qucheng                  	176
1167  	25.53%      	ShooH                    	192
1168  	25.52%      	识时务者             	544
1169  	25.52%      	昏睡猫                	2416
1170  	25.51%      	桂茹                   	352
1171  	25.50%      	星间梦影             	689
1172  	25.50%      	番多多                	1512
1173  	25.49%      	马砻                   	240
1174  	25.49%      	木之本樱             	384
1175  	25.49%      	Be4Sunrise               	960
1176  	25.48%      	和绝张                	3300
1177  	25.47%      	大王八                	1264
1178  	25.45%      	独钓                   	8121
1179  	25.43%      	小虫鼬                	880
1180  	25.43%      	低级泰坦             	2952
1181  	25.42%      	朱克斯                	254
1182  	25.42%      	单机北北             	224
1183  	25.41%      	rainbow369               	928
1184  	25.41%      	蜜橘                   	2408
1185  	25.41%      	阿牛                   	736
1186  	25.41%      	Krtecek                  	1401
1187  	25.40%      	笔锋微凉             	256
1188  	25.38%      	孟丽莉                	738
1189  	25.37%      	yulearning               	1617
1190  	25.36%      	陈杨飞雅             	1365
1191  	25.35%      	handsomeboy              	809
1192  	25.34%      	蚀叁夭                	2744
1193  	25.33%      	三饼发牌姬          	312
1194  	25.29%      	我是时光啊          	376
1195  	25.29%      	初冬666                	400
1196  	25.28%      	弧龍星                	1296
1197  	25.26%      	Gompyn                   	648
1198  	25.17%      	蛋黄派派             	1584
1199  	25.17%      	福娃二妹             	640
1200  	25.16%      	相川まりえ          	1248
1201  	25.16%      	矢来美羽             	576
1202  	25.16%      	MINT                     	552
1203  	25.14%      	阿珊                   	784
1204  	25.11%      	cidocron                 	2576
1205  	25.07%      	嘻嘻哈哈             	3120
1206  	25.00%      	鹿鹿                   	16
1207  	25.00%      	飞龙在天             	16
1208  	25.00%      	风语                   	160
1209  	25.00%      	雾雾子                	288
1210  	25.00%      	雫ちゃん             	128
1211  	25.00%      	阿升                   	520
1212  	25.00%      	门清大师兄          	48
1213  	25.00%      	郭橐驼                	80
1214  	25.00%      	遠坂見月             	64
1215  	25.00%      	连七对                	16
1216  	25.00%      	蓝岚                   	64
1217  	25.00%      	蒹葭                   	96
1218  	25.00%      	菠萝自闭了          	64
1219  	25.00%      	药渣                   	400
1220  	25.00%      	苝风肃霄             	112
1221  	25.00%      	臭象                   	96
1222  	25.00%      	肉布斯                	160
1223  	25.00%      	美人就是美          	456
1224  	25.00%      	秀仔                   	160
1225  	25.00%      	瞻某人                	16
1226  	25.00%      	白羽寒                	48
1227  	25.00%      	甲鱼                   	16
1228  	25.00%      	王牌小管             	32
1229  	25.00%      	灰毛团子             	16
1230  	25.00%      	漳州Cody               	64
1231  	25.00%      	演员                   	16
1232  	25.00%      	林零柒                	96
1233  	25.00%      	来吃莴苣吧          	8
1234  	25.00%      	杜衡                   	192
1235  	25.00%      	春田太太             	32
1236  	25.00%      	星月城                	192
1237  	25.00%      	明石                   	16
1238  	25.00%      	时一时易拾忆       	144
1239  	25.00%      	新建文件夹          	1536
1240  	25.00%      	插ga                    	52
1241  	25.00%      	开一不心的          	320
1242  	25.00%      	年少翩翩白虎       	32
1243  	25.00%      	小柚子                	4134
1244  	25.00%      	小林刚                	32
1245  	25.00%      	宇笙                   	64
1246  	25.00%      	天地不照             	168
1247  	25.00%      	墨风镜花水月       	16
1248  	25.00%      	嗯好可以行2         	32
1249  	25.00%      	哆啦a                  	536
1250  	25.00%      	吴下阿濛             	656
1251  	25.00%      	吃                      	288
1252  	25.00%      	只打萧寒             	16
1253  	25.00%      	卡夫卡卡摔          	16
1254  	25.00%      	十鬼蛇沃玛          	320
1255  	25.00%      	初阳                   	48
1256  	25.00%      	凸眼鱼                	32
1257  	25.00%      	内鬼                   	144
1258  	25.00%      	六百六十六          	80
1259  	25.00%      	依璐                   	224
1260  	25.00%      	佐仓沙耶加          	16
1261  	25.00%      	云淡风轻             	48
1262  	25.00%      	乾澜                   	16
1263  	25.00%      	上吉                   	16
1264  	25.00%      	一番赏                	32
1265  	25.00%      	一个没用的          	16
1266  	25.00%      	一个二毫半          	32
1267  	25.00%      	yukimurasaki             	48
1268  	25.00%      	v70                      	112
1269  	25.00%      	natsumikka               	32
1270  	25.00%      	lhwayne                  	4440
1271  	25.00%      	kiriha                   	48
1272  	25.00%      	jiuli                    	32
1273  	25.00%      	jellyhi                  	224
1274  	25.00%      	bangdoll                 	160
1275  	25.00%      	YstarXing                	462
1276  	25.00%      	YU清清                 	16
1277  	25.00%      	WeakBot1                 	72
1278  	25.00%      	Simba07                  	48
1279  	25.00%      	Schubert                 	784
1280  	25.00%      	Miyanaga                 	92
1281  	25.00%      	MC宇宙RS               	132
1282  	25.00%      	Jing                     	16
1283  	25.00%      	Irkalla                  	32
1284  	25.00%      	IO                       	16
1285  	25.00%      	ForThePoints             	16
1286  	25.00%      	Deictic                  	48
1287  	24.97%      	四喜                   	3828
1288  	24.89%      	快雪时晴             	912
1289  	24.88%      	玖柒、97              	1520
1290  	24.88%      	萌新小精灵          	1552
1291  	24.83%      	海伯利安             	1120
1292  	24.82%      	仰望星空派          	1184
1293  	24.79%      	王洋                   	2624
1294  	24.74%      	banz                     	368
1295  	24.73%      	欧宸羽                	1264
1296  	24.73%      	Silence                  	384
1297  	24.71%      	SEiYA                    	328
1298  	24.69%      	啊我是谁             	304
1299  	24.67%      	秋玲                   	3648
1300  	24.67%      	千千晚星             	3420
1301  	24.67%      	张张进张             	9490
1302  	24.64%      	ChaosDon                 	944
1303  	24.63%      	墨羽                   	585
1304  	24.62%      	圓點儿                	800
1305  	24.60%      	理查德                	1984
1306  	24.60%      	诸光                   	768
1307  	24.56%      	八九边7               	1488
1308  	24.53%      	璃月雾社             	256
1309  	24.53%      	狗                      	608
1310  	24.52%      	日出                   	1923
1311  	24.51%      	烦了就打男人       	1318
1312  	24.51%      	薄荷犬                	3312
1313  	24.49%      	K437                     	416
1314  	24.48%      	东西喵                	2207
1315  	24.48%      	后来                   	1952
1316  	24.44%      	荆芥特好吃          	208
1317  	24.44%      	洋山芋炒咸鱼       	208
1318  	24.44%      	无语锂电池          	432
1319  	24.44%      	和光同尘             	432
1320  	24.42%      	月黑风高夜          	341
1321  	24.41%      	四方雀者             	772
1322  	24.41%      	七夜的许愿星       	1360
1323  	24.39%      	琉璃宇宙             	160
1324  	24.39%      	lalulu                   	240
1325  	24.39%      	我来辣                	4396
1326  	24.36%      	Matter                   	1264
1327  	24.35%      	深的蓝                	1072
1328  	24.32%      	欧尼酱                	176
1329  	24.32%      	昏睡猫投降喵       	448
1330  	24.32%      	一灯大师             	256
1331  	24.30%      	MKimiSH                  	1120
1332  	24.29%      	拓                      	601
1333  	24.28%      	图图帕特             	1104
1334  	24.26%      	Bryce                    	496
1335  	24.26%      	余歌                   	2024
1336  	24.25%      	xxxhhww                  	1837
1337  	24.24%      	Qaitq                    	112
1338  	24.24%      	Jackie                   	128
1339  	24.23%      	林嘿嘿3号            	6997
1340  	24.22%      	相约四季             	576
1341  	24.19%      	北风萧霄2            	496
1342  	24.14%      	洛阳yy                 	320
1343  	24.14%      	小白ali                	224
1344  	24.14%      	benzene                  	2928
1345  	24.14%      	SCM7716                  	304
1346  	24.14%      	Quandaiwu42              	96
1347  	24.11%      	渼酒                   	1141
1348  	24.10%      	小熊                   	304
1349  	24.07%      	逍遥星空             	224
1350  	24.06%      	绿豆龙                	1088
1351  	24.04%      	kk                       	1816
1352  	24.02%      	加贝勒                	2864
1353  	24.00%      	盈峰环境小彭       	96
1354  	24.00%      	游侠小卢             	1824
1355  	24.00%      	沉江月                	112
1356  	24.00%      	欧鳇要下头          	128
1357  	24.00%      	咕咕咕1               	96
1358  	24.00%      	不会七对             	80
1359  	23.98%      	李风乐                	1392
1360  	23.96%      	神里绫人             	352
1361  	23.96%      	江鸟                   	432
1362  	23.93%      	江海寄余生          	1136
1363  	23.92%      	t2004                    	2180
1364  	23.91%      	新手村村民          	320
1365  	23.91%      	INTP                     	320
1366  	23.91%      	Fred460                  	256
1367  	23.90%      	着相                   	4114
1368  	23.89%      	Kuma                     	912
1369  	23.88%      	Cast27                   	320
1370  	23.85%      	花毛                   	1901
1371  	23.84%      	日月星辰帅哥       	725
1372  	23.83%      	国标新手求教       	864
1373  	23.81%      	输到想妈妈          	96
1374  	23.81%      	赖格宝                	320
1375  	23.81%      	竞麻玩家             	64
1376  	23.81%      	渋勍                   	528
1377  	23.81%      	次方                   	96
1378  	23.81%      	倒不推推不倒       	496
1379  	23.81%      	Hydra                    	336
1380  	23.79%      	车皇告别日麻       	1071
1381  	23.77%      	臣服                   	1311
1382  	23.76%      	清風不歸客          	496
1383  	23.73%      	sdmt                     	1352
1384  	23.73%      	祥子大叔             	464
1385  	23.73%      	九九ya                 	256
1386  	23.73%      	下等立直麻将       	256
1387  	23.71%      	油泵                   	400
1388  	23.68%      	算符                   	176
1389  	23.68%      	志明                   	256
1390  	23.64%      	宝宝                   	432
1391  	23.64%      	一色儿                	224
1392  	23.64%      	Tortov                   	256
1393  	23.64%      	HZ                       	800
1394  	23.60%      	月出星河             	628
1395  	23.53%      	路边一条             	64
1396  	23.53%      	超硬大七星          	192
1397  	23.53%      	火哥                   	1376
1398  	23.53%      	小流风                	656
1399  	23.53%      	只和三步高          	112
1400  	23.53%      	北部玄驹             	208
1401  	23.53%      	mikan                    	144
1402  	23.53%      	Ash                      	153
1403  	23.51%      	WR                       	2523
1404  	23.50%      	麦麦                   	700
1405  	23.41%      	燚飞扬                	1504
1406  	23.39%      	琳雨空                	928
1407  	23.36%      	滚烫小豆浆          	1611
1408  	23.33%      	胜天一番             	112
1409  	23.33%      	木辛子                	720
1410  	23.33%      	凯旋之愿             	904
1411  	23.32%      	八番就好             	864
1412  	23.29%      	钙热                   	288
1413  	23.29%      	工藤新一             	288
1414  	23.26%      	调皮的猴子1         	192
1415  	23.26%      	木木夕                	224
1416  	23.23%      	风灵                   	480
1417  	23.23%      	quzer                    	1044
1418  	23.13%      	星晴                   	519
1419  	23.11%      	落殇                   	848
1420  	23.08%      	渣男饼干             	80
1421  	23.08%      	大七星                	72
1422  	23.08%      	农园蒸粥             	1018
1423  	23.08%      	七七yaa                	112
1424  	23.08%      	memo                     	128
1425  	23.08%      	XXHYX                    	176
1426  	23.08%      	CXZ                      	48
1427  	23.08%      	Bullshitmatt             	64
1428  	22.99%      	LapisYang                	752
1429  	22.97%      	暗刻来了             	2064
1430  	22.95%      	方方                   	1472
1431  	22.92%      	金瓜皮子             	320
1432  	22.92%      	琪露诺不是九       	224
1433  	22.92%      	qima                     	176
1434  	22.90%      	坎坷苦                	598
1435  	22.88%      	洛天依                	587
1436  	22.87%      	病娇灰姑娘          	1429
1437  	22.87%      	紫电改二             	1007
1438  	22.86%      	parkloss403              	160
1439  	22.86%      	Mercy                    	128
1440  	22.84%      	马赛小回旋          	528
1441  	22.81%      	马戏团长             	456
1442  	22.81%      	阿寒                   	224
1443  	22.81%      	Freezle                  	192
1444  	22.78%      	pakake                   	304
1445  	22.73%      	风雪奇缘             	112
1446  	22.73%      	青鳞                   	224
