======================================
Deal-in Rate (放铳率) = deal_in_count / total_rounds
Generated at: 2026-01-09 00:24:36
Total players: 1934
======================================

Rank  	Rate        	Player Name              	Rounds
481   	20.00%      	ly3d                     	160
482   	20.00%      	JerryK                   	160
483   	20.00%      	HZ                       	800
484   	20.00%      	Entelecheia              	80
485   	20.00%      	CHAGA120                 	80
486   	19.99%      	新建文件夹          	1536
487   	19.97%      	紫魔狐                	1227
488   	19.94%      	菜籽的菜             	3264
489   	19.92%      	笔锋微凉             	256
490   	19.92%      	hamburger                	256
491   	19.91%      	中島由貴             	688
492   	19.89%      	辕                      	176
493   	19.89%      	不羁的峰             	528
494   	19.89%      	ninaelle                 	176
495   	19.88%      	duncan21                 	855
496   	19.87%      	TT55                     	448
497   	19.85%      	祈慕斯                	816
498   	19.85%      	M81                      	136
499   	19.84%      	狂吃狂日             	1144
500   	19.82%      	火老弟                	1665
501   	19.81%      	啊正本正             	540
502   	19.80%      	一碗小甜粥          	2096
503   	19.79%      	秋秋                   	96
504   	19.79%      	星月城                	192
505   	19.79%      	平生欢                	96
506   	19.79%      	五分发挥de           	96
507   	19.79%      	不名                   	288
508   	19.79%      	voncast                  	672
509   	19.79%      	michalek                 	96
510   	19.79%      	VvV不会金八          	288
511   	19.79%      	Bourbon                  	96
512   	19.79%      	Acylation                	96
513   	19.78%      	国标小唐             	91
514   	19.76%      	吾愿汝                	496
515   	19.72%      	欧偷袭圣手          	1232
516   	19.71%      	绫地宁宁             	208
517   	19.71%      	管家婆                	208
518   	19.71%      	乙二胺四乙酸       	416
519   	19.71%      	Kagami                   	208
520   	19.71%      	Helen                    	208
521   	19.71%      	秋玲                   	3648
522   	19.70%      	方方                   	1472
523   	19.67%      	方片杰克             	244
524   	19.66%      	逆光w                  	1104
525   	19.64%      	馆长长长长长       	112
526   	19.64%      	静座                   	112
527   	19.64%      	苝风肃霄             	112
528   	19.64%      	天地不照             	168
529   	19.64%      	cslp                     	224
530   	19.64%      	coco                     	112
531   	19.64%      	周平                   	7118
532   	19.60%      	休息1下玩1会        	1832
533   	19.59%      	狗勾战士夕夕       	592
534   	19.59%      	Iconoclastic             	490
535   	19.59%      	萌新白羽             	536
536   	19.58%      	马砻                   	240
537   	19.58%      	白茉晴                	240
538   	19.58%      	佟佟家                	1767
539   	19.57%      	雅屁                   	2024
540   	19.54%      	平和                   	476
541   	19.53%      	疯帽子                	128
542   	19.53%      	技零运十             	256
543   	19.53%      	bits                     	128
544   	19.51%      	八云紫幽幽子       	528
545   	19.49%      	霸霸                   	4140
546   	19.47%      	青龙吟秋水          	832
547   	19.46%      	吸烟酱                	853
548   	19.45%      	刘十三                	1280
549   	19.44%      	国标新手求教       	864
550   	19.44%      	KomeijiMarin             	144
551   	19.44%      	桃蹊柳陌             	7232
552   	19.44%      	kk                       	1816
553   	19.43%      	大可乐                	880
554   	19.43%      	滚滚浪花             	597
555   	19.43%      	仰望星空派          	1184
556   	19.42%      	DankratosBR              	448
557   	19.41%      	燚飞扬                	1504
558   	19.41%      	花毛                   	1901
559   	19.41%      	秋季                   	12345
560   	19.41%      	快雪时晴             	912
561   	19.39%      	佰番shooter            	3269
562   	19.38%      	麻将预防痴呆       	356
563   	19.38%      	荔枝好吃             	320
564   	19.38%      	克兰娜德             	320
565   	19.38%      	Cai                      	160
566   	19.37%      	臣服                   	1311
567   	19.37%      	mika                     	3412
568   	19.35%      	祁连祈知             	336
569   	19.34%      	TYS                      	1448
570   	19.33%      	八番就好             	864
571   	19.33%      	千千晚星             	3420
572   	19.32%      	张丹丹                	3312
573   	19.32%      	黑火                   	352
574   	19.32%      	蓝天skyhuner           	1056
575   	19.32%      	林中及时雨          	176
576   	19.32%      	数错番紫乌龟       	176
577   	19.32%      	冰封                   	176
578   	19.32%      	全大风风             	176
579   	19.32%      	下张自摸真君       	176
580   	19.32%      	qima                     	176
581   	19.32%      	SDU麻雀                	176
582   	19.31%      	lidai                    	2760
583   	19.30%      	Kuma                     	912
584   	19.29%      	星月9996               	736
585   	19.27%      	鸡打不溜             	192
586   	19.27%      	羡鱼                   	192
587   	19.27%      	璃茉                   	192
588   	19.27%      	lan666                   	192
589   	19.26%      	麻将小白             	5379
590   	19.26%      	gbnewbie                 	592
591   	19.24%      	WAduck                   	1336
592   	19.23%      	三饼发牌姬          	312
593   	19.23%      	PtF6                     	52
594   	19.21%      	和光同尘             	432
595   	19.21%      	一瞥而过             	656
596   	19.21%      	Choimoe                  	2520
